requested_hot_wall_temperature_K,cea_wall_temperature_K,wall_enthalpy_J_per_kg,wall_conductivity_W_per_m_K,wall_cp_J_per_kg_K,reference_enthalpy_J_per_kg,reference_temperature_K,reference_conductivity_W_per_m_K,reference_cp_J_per_kg_K,reference_viscosity_Pa_s,reference_Prandtl,solid_water_mole_fraction,liquid_water_mole_fraction
258.3000000000178,258.29998779296875,-15420503.685252689,0.15629792478478227,10567.04331072774,-11136732.2280377,877.7910461667229,0.15506411598049713,2884.26966764118,3.3285492323851775e-05,0.6191267094590973,0.6466714852690644,0.0
258.3500000000178,258.3500061035156,-15420069.10816004,0.15627392700275586,10555.087491605484,-11136514.939491374,877.866350575723,0.15507699659903995,2884.3255490336733,3.328825914128431e-05,0.6191387403014385,0.646596997924076,0.0
258.4000000000178,258.3999938964844,-15419633.376078598,0.15624973397274866,10543.11586775331,-11136297.073450655,877.9416535258243,0.1550898770622117,2884.381431363463,3.329102583159626e-05,0.6191507695965173,0.6465222099257327,0.0
258.45000000001784,258.45001220703125,-15419195.95042173,0.1562253154745381,10531.113888739364,-11136078.36062222,878.0176587624261,0.15510287774597822,2884.4378369084234,3.3293818249923595e-05,0.6191629097463471,0.6464470283363805,0.0
258.50000000001785,258.5,-15418757.358375441,0.1562007006235488,10519.096267566014,-11135859.064599074,878.0936625126027,0.15511587827140766,2884.49424340804,3.329661053874606e-05,0.6191750483207376,0.6463715432684208,0.0
258.55000000001786,258.54998779296875,-15418317.326874219,0.15617587390318474,10507.055756616559,-11135639.048848465,878.1700166354791,0.15512893882504145,2884.550912010208,3.329941562443914e-05,0.6191872415063381,0.6462957073217934,0.0
258.60000000001787,258.6000061035156,-15417875.579302847,0.15615081927793406,10494.9850529978,-11135418.17506278,878.2463692582636,0.15514199921885874,2884.6075815757717,3.3302220579438064e-05,0.6191994331028217,0.646219472231028,0.0
258.6500000000179,258.6499938964844,-15417432.648019198,0.15612556663510394,10482.898955458659,-11135196.709420953,878.3234240712171,0.1551551798229628,2884.6647744183047,3.330505125406358e-05,0.6192117354536079,0.6461429293688293,0.0
258.7000000000179,258.70001220703125,-15416987.98547631,0.15610008445342655,10470.782776940603,-11134974.37814951,878.4004773563353,0.15516836026426428,2884.721968241887,3.330788179558415e-05,0.6192240361868028,0.6460659836127416,0.0
258.7500000000179,258.75,-15416542.127519993,0.15607440313904652,10458.65137293612,-11134751.449171351,878.4775291137051,0.15518154054276556,2884.7791630465185,3.331071220400692e-05,0.619236335302887,0.6459887271855641,0.0
258.8000000000179,258.79998779296875,-15416094.796507472,0.15604850652020308,10446.497429178971,-11134527.78366509,878.555282991492,0.15519484102407052,2884.836881172581,3.331356832599121e-05,0.6192487451008538,0.6459111115707971,0.0
258.8500000000179,258.8500061035156,-15415645.711163184,0.15602237789784143,10434.313576976732,-11134303.240992947,878.633035313656,0.15520814133958222,2884.894600297596,3.33164243124497e-05,0.6192611532530347,0.645833087365995,0.0
